@relation saggedV+AngleChange+NegSeq

@attribute ID numeric
@attribute faultId numeric
@attribute subfaultId numeric
@attribute isfaultedbus numeric
@attribute v_sag_1 numeric
@attribute v_sag_2 numeric
@attribute v_sag_3 numeric
@attribute delta_v numeric
@attribute a_change_1 numeric
@attribute a_change_2 numeric
@attribute a_change_3 numeric
@attribute rel_phase_2_1 numeric
@attribute rel_phase_3_1 numeric
@attribute rel_phase_3_2 numeric
@attribute sub_phase_2_1 numeric
@attribute sub_phase_3_1 numeric
@attribute sub_phase_3_2 numeric
@attribute v_ss_1 numeric
@attribute v_ss_2 numeric
@attribute v_ss_3 numeric
@attribute pos_seq numeric
@attribute zero_seq numeric
@attribute neg_seq numeric
@attribute faultvsnofault {fault, nofault}
@attribute groundvsnoground {ground, noground}
@attribute linevsnoline {line, noline}
@attribute phasevsnophase {phase, nophase}
@attribute class {ground, line, phase, nofault}

@data
1895, -1, -1, 0, 1.0011, 1.0011, 1.0012, 0.0007, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 241.1708, 240.4047, 240.3129, 240.91, 0.05, 0.57, nofault, noground, noline, nophase, nofault
1896, -1, -1, 0, 0.9988, 0.9988, 0.999, 0.0007, 1.0, 1.0, 1.0, 1.0001, 1.0002, 1.0001, 0.0001, 0.0002, 0.0001, 545.2544, 548.1379, 547.4822, 546.34, 0.68, 1.45, nofault, noground, noline, nophase, nofault
1897, -1, -1, 0, 0.9988, 0.9989, 0.9989, 0.0007, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 546.0616, 548.79, 547.7215, 546.9, 0.66, 1.21, nofault, noground, noline, nophase, nofault
1898, -1, -1, 0, 0.9988, 0.9989, 0.9989, 0.0007, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 546.5824, 548.2425, 546.4541, 546.47, 0.06, 1.17, nofault, noground, noline, nophase, nofault
1899, -1, -1, 0, 1.0009, 1.0011, 1.0013, 0.0007, 0.9996, 1.0001, 1.0003, 1.0002, 1.0004, 1.0002, 0.0002, 0.0004, 0.0002, 34.7486, 34.7704, 34.4794, 34.7, 0.01, 0.17, nofault, noground, noline, nophase, nofault
1900, -1, -1, 0, 1.0008, 1.0011, 1.0014, 0.0006, 0.9999, 0.9999, 1.0001, 1.0003, 1.0006, 1.0003, 0.0003, 0.0006, 0.0003, 533.8387, 538.975, 532.4787, 535.68, 0.67, 3.74, nofault, noground, noline, nophase, nofault
1901, -1, -1, 0, 0.9986, 0.9987, 1.0003, 0.0006, 1.0, 1.0, 1.0, 1.0002, 1.0017, 1.0015, 0.0002, 0.0017, 0.0015, 540.031, 536.8397, 539.2652, 538.27, 0.75, 2.04, nofault, noground, noline, nophase, nofault
1902, -1, -1, 0, 1.0011, 1.0011, 1.0012, 0.0006, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 539.3832, 541.751, 539.3381, 540.75, 0.24, 1.83, nofault, noground, noline, nophase, nofault
1903, -1, -1, 0, 1.001, 1.001, 1.0011, 0.0006, 0.9999, 1.0, 1.0001, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 240.2709, 241.3553, 240.2029, 240.87, 0.13, 0.64, nofault, noground, noline, nophase, nofault
1904, -1, -1, 0, 1.0009, 1.001, 1.0012, 0.0006, 0.9999, 1.0, 1.0001, 1.0001, 1.0002, 1.0001, 0.0001, 0.0002, 0.0001, 238.4213, 238.8278, 239.555, 239.18, 0.27, 0.89, nofault, noground, noline, nophase, nofault
1905, -1, -1, 0, 0.9987, 0.999, 0.9992, 0.0006, 0.9999, 1.0, 1.0001, 1.0003, 1.0005, 1.0002, 0.0003, 0.0005, 0.0002, 540.636, 540.5385, 542.9813, 540.84, 0.57, 1.8, nofault, noground, noline, nophase, nofault
1906, -1, -1, 0, 0.9987, 0.9989, 0.9996, 0.0006, 0.9998, 0.9999, 1.0003, 1.0002, 1.001, 1.0007, 0.0002, 0.001, 0.0007, 34.4037, 34.4868, 34.0705, 34.29, 0.01, 0.23, nofault, noground, noline, nophase, nofault
1907, -1, -1, 0, 1.001, 1.001, 1.0011, 0.0006, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 544.8497, 543.5375, 540.2198, 543.42, 0.95, 1.77, nofault, noground, noline, nophase, nofault
1908, -1, -1, 0, 1.001, 1.001, 1.001, 0.0006, 0.9999, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 237.6949, 238.1467, 239.4594, 238.68, 0.17, 0.89, nofault, noground, noline, nophase, nofault
1909, -1, -1, 0, 1.0007, 1.001, 1.0012, 0.0006, 0.9997, 1.0, 1.0003, 1.0003, 1.0005, 1.0003, 0.0003, 0.0005, 0.0003, 33.9865, 33.8253, 33.7944, 33.9, 0.01, 0.12, nofault, noground, noline, nophase, nofault
1910, -1, -1, 0, 0.999, 0.999, 0.999, 0.0006, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 539.7622, 543.4949, 542.3966, 541.34, 1.62, 1.94, nofault, noground, noline, nophase, nofault
1911, -1, -1, 0, 0.999, 0.999, 0.999, 0.0006, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 238.7251, 239.4141, 240.2859, 239.24, 0.09, 0.83, nofault, noground, noline, nophase, nofault
1912, -1, -1, 0, 1.0009, 1.001, 1.001, 0.0006, 0.9999, 1.0, 1.0001, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 545.1524, 544.0615, 547.5964, 546.13, 2.77, 1.1, nofault, noground, noline, nophase, nofault
1913, -1, -1, 0, 1.0004, 1.001, 1.0013, 0.0006, 1.0, 1.0, 1.0, 1.0006, 1.0009, 1.0003, 0.0006, 0.0009, 0.0003, 33.847, 33.9814, 33.784, 33.9, 0.02, 0.11, nofault, noground, noline, nophase, nofault
1914, -1, -1, 0, 0.999, 0.999, 0.9991, 0.0006, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 541.6081, 540.8167, 540.123, 540.32, 1.03, 1.86, nofault, noground, noline, nophase, nofault
1915, -1, -1, 0, 1.0009, 1.001, 1.001, 0.0006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 238.1385, 238.2187, 238.9919, 238.68, 0.03, 0.58, nofault, noground, noline, nophase, nofault
1916, -1, -1, 0, 0.999, 0.999, 0.9991, 0.0006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 545.3071, 548.8333, 549.9168, 547.49, 1.13, 1.66, nofault, noground, noline, nophase, nofault
1917, -1, -1, 0, 0.9984, 0.9999, 0.9999, 0.0005, 1.0, 1.0, 1.0, 1.0015, 1.0015, 1.0, 0.0015, 0.0015, 0.0, 540.1579, 548.8704, 544.9778, 544.33, 2.75, 2.79, nofault, noground, noline, nophase, nofault
1918, -1, -1, 0, 0.999, 0.999, 0.9992, 0.0005, 1.0, 1.0, 1.0, 1.0001, 1.0002, 1.0001, 0.0001, 0.0002, 0.0001, 545.1438, 542.9245, 550.2906, 545.47, 11.03, 6.53, nofault, noground, noline, nophase, nofault
1919, -1, -1, 0, 1.0008, 1.001, 1.001, 0.0005, 0.9999, 1.0, 1.0001, 1.0001, 1.0002, 1.0, 0.0001, 0.0002, 0.0, 238.6539, 238.0743, 238.952, 238.78, 0.19, 0.7, nofault, noground, noline, nophase, nofault
1920, -1, -1, 0, 1.0008, 1.001, 1.001, 0.0005, 1.0, 1.0, 1.0, 1.0001, 1.0001, 1.0, 0.0001, 0.0001, 0.0, 546.2166, 541.3637, 544.6684, 544.59, 0.95, 1.88, nofault, noground, noline, nophase, nofault
1921, -1, -1, 0, 1.0008, 1.0009, 1.001, 0.0005, 1.0, 1.0, 1.0, 1.0001, 1.0002, 1.0002, 0.0001, 0.0002, 0.0002, 241.7314, 240.5422, 239.2587, 240.73, 0.34, 1.11, nofault, noground, noline, nophase, nofault
1922, -1, -1, 0, 1.0005, 1.0007, 1.0013, 0.0005, 1.0, 1.0, 1.0, 1.0001, 1.0008, 1.0007, 0.0001, 0.0008, 0.0007, 542.6828, 545.8669, 537.2678, 542.39, 1.68, 3.11, nofault, noground, noline, nophase, nofault
1923, -1, -1, 0, 0.9986, 1.0002, 1.0007, 0.0005, 0.9999, 1.0, 1.0001, 1.0016, 1.0021, 1.0005, 0.0016, 0.0021, 0.0005, 542.2743, 540.2024, 535.7479, 539.33, 0.69, 3.07, nofault, noground, noline, nophase, nofault
1924, -1, -1, 0, 0.9991, 0.9991, 0.9991, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 549.3675, 547.194, 551.2488, 548.77, 0.97, 1.4, nofault, noground, noline, nophase, nofault
1925, -1, -1, 0, 1.0008, 1.0009, 1.0009, 0.0005, 1.0, 1.0, 1.0001, 1.0001, 1.0002, 1.0, 0.0001, 0.0002, 0.0, 241.6671, 241.1953, 240.7327, 241.41, 0.16, 0.48, nofault, noground, noline, nophase, nofault
1926, -1, -1, 0, 0.9989, 0.9992, 0.9993, 0.0005, 1.0, 1.0, 1.0, 1.0003, 1.0004, 1.0001, 0.0003, 0.0004, 0.0001, 549.9419, 551.4945, 546.0712, 548.7, 0.81, 2.66, nofault, noground, noline, nophase, nofault
1927, -1, -1, 0, 0.9988, 0.9992, 0.9996, 0.0005, 1.0, 1.0, 1.0, 1.0004, 1.0008, 1.0004, 0.0004, 0.0008, 0.0004, 546.2351, 546.507, 548.4945, 546.65, 0.68, 2.09, nofault, noground, noline, nophase, nofault
1928, -1, -1, 0, 0.9989, 0.999, 0.9999, 0.0005, 0.9999, 1.0, 1.0001, 1.0001, 1.0011, 1.0009, 0.0001, 0.0011, 0.0009, 238.9215, 236.7962, 238.1597, 237.79, 0.16, 1.12, nofault, noground, noline, nophase, nofault
1929, -1, -1, 0, 0.9991, 0.9991, 0.9992, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 534.9174, 535.6722, 538.4449, 535.89, 0.66, 1.77, nofault, noground, noline, nophase, nofault
1930, -1, -1, 0, 0.999, 0.9992, 0.9993, 0.0005, 0.9997, 1.0001, 1.0002, 1.0002, 1.0003, 1.0001, 0.0002, 0.0003, 0.0001, 34.0862, 33.8645, 33.9429, 33.94, 0.01, 0.13, nofault, noground, noline, nophase, nofault
1931, -1, -1, 0, 1.0008, 1.0008, 1.0009, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 549.5716, 543.249, 547.0779, 547.09, 1.39, 2.31, nofault, noground, noline, nophase, nofault
1932, -1, -1, 0, 0.9989, 0.9992, 1.0005, 0.0005, 1.0, 1.0, 1.0, 1.0003, 1.0016, 1.0013, 0.0003, 0.0016, 0.0013, 543.6265, 539.3942, 541.2238, 541.17, 0.78, 1.88, nofault, noground, noline, nophase, nofault
1933, -1, -1, 0, 0.9991, 0.9991, 0.9993, 0.0005, 0.9999, 1.0001, 1.0001, 1.0, 1.0002, 1.0001, 0.0, 0.0002, 0.0001, 238.0623, 237.4734, 239.1444, 238.03, 0.37, 0.77, nofault, noground, noline, nophase, nofault
1934, -1, -1, 0, 1.0008, 1.0008, 1.0009, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 238.0895, 237.2006, 237.3106, 237.73, 0.13, 0.43, nofault, noground, noline, nophase, nofault
1935, -1, -1, 0, 1.0008, 1.0008, 1.0009, 0.0005, 0.9999, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 552.3968, 550.6095, 546.9424, 550.44, 1.54, 1.63, nofault, noground, noline, nophase, nofault
1936, -1, -1, 0, 0.9988, 0.9992, 0.9996, 0.0005, 1.0, 1.0, 1.0, 1.0004, 1.0008, 1.0004, 0.0004, 0.0008, 0.0004, 542.3787, 543.8917, 541.0739, 542.03, 0.71, 1.98, nofault, noground, noline, nophase, nofault
1937, -1, -1, 0, 1.0008, 1.0008, 1.0009, 0.0005, 1.0, 1.0, 1.0, 1.0001, 1.0001, 1.0, 0.0001, 0.0001, 0.0, 543.2238, 542.6621, 544.1824, 543.8, 0.7, 1.48, nofault, noground, noline, nophase, nofault
1938, -1, -1, 0, 1.0008, 1.0008, 1.0009, 0.0005, 1.0, 1.0, 1.0, 1.0001, 1.0001, 1.0, 0.0001, 0.0001, 0.0, 547.0255, 544.9625, 540.3126, 544.54, 1.67, 2.28, nofault, noground, noline, nophase, nofault
1939, -1, -1, 0, 1.0008, 1.0008, 1.0008, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 542.1554, 538.3625, 543.4287, 541.75, 1.1, 2.12, nofault, noground, noline, nophase, nofault
1940, -1, -1, 0, 1.0008, 1.0008, 1.0008, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 543.8482, 547.0004, 546.0513, 546.06, 0.17, 2.02, nofault, noground, noline, nophase, nofault
1941, -1, -1, 0, 0.999, 0.9992, 0.9994, 0.0005, 0.9999, 1.0, 1.0001, 1.0002, 1.0004, 1.0001, 0.0002, 0.0004, 0.0001, 33.9483, 33.874, 34.031, 33.92, 0.0, 0.09, nofault, noground, noline, nophase, nofault
1942, -1, -1, 0, 1.0008, 1.0008, 1.0008, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 545.6968, 542.6255, 546.2492, 545.28, 1.03, 1.58, nofault, noground, noline, nophase, nofault
1943, -1, -1, 0, 0.9991, 0.9992, 0.9993, 0.0005, 1.0, 1.0, 1.0, 1.0001, 1.0002, 1.0001, 0.0001, 0.0002, 0.0001, 238.6302, 238.9229, 239.7884, 238.93, 0.17, 0.57, nofault, noground, noline, nophase, nofault
1944, -1, -1, 0, 1.0008, 1.0008, 1.0008, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 544.616, 541.2734, 546.9252, 544.7, 1.13, 2.21, nofault, noground, noline, nophase, nofault
1945, -1, -1, 0, 1.0008, 1.0008, 1.0008, 0.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 545.8296, 548.9386, 543.4829, 546.51, 2.83, 1.44, nofault, noground, noline, nophase, nofault
1946, -1, -1, 0, 1.0007, 1.0008, 1.0009, 0.0004, 0.9999, 1.0, 1.0, 1.0001, 1.0002, 1.0001, 0.0001, 0.0002, 0.0001, 545.8162, 547.9024, 547.1673, 547.39, 0.65, 1.01, nofault, noground, noline, nophase, nofault
1947, -1, -1, 0, 0.9989, 0.9994, 0.9995, 0.0004, 0.9999, 1.0, 1.0001, 1.0005, 1.0006, 1.0001, 0.0005, 0.0006, 0.0001, 546.5321, 543.4258, 543.952, 544.24, 0.51, 1.98, nofault, noground, noline, nophase, nofault
1948, -1, -1, 0, 0.9992, 0.9992, 0.9992, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 543.1511, 544.7475, 541.467, 542.7, 0.19, 2.04, nofault, noground, noline, nophase, nofault
1949, -1, -1, 0, 1.0008, 1.0008, 1.0008, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 543.2359, 543.7043, 545.2725, 544.49, 0.54, 1.62, nofault, noground, noline, nophase, nofault
1950, -1, -1, 0, 1.0007, 1.0008, 1.0009, 0.0004, 0.9999, 1.0, 1.0, 1.0001, 1.0002, 1.0001, 0.0001, 0.0002, 0.0001, 239.9178, 239.0689, 240.6108, 240.05, 0.05, 0.95, nofault, noground, noline, nophase, nofault
1951, -1, -1, 0, 0.9991, 0.9992, 0.9993, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0002, 1.0001, 0.0001, 0.0002, 0.0001, 547.4892, 549.8679, 549.9059, 548.67, 1.18, 1.14, nofault, noground, noline, nophase, nofault
1952, -1, -1, 0, 0.9991, 0.9992, 0.9995, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0003, 1.0003, 0.0, 0.0003, 0.0003, 539.1576, 536.6703, 540.1076, 538.24, 0.64, 1.66, nofault, noground, noline, nophase, nofault
1953, -1, -1, 0, 0.9988, 1.0002, 1.0005, 0.0004, 1.0, 1.0, 1.0, 1.0014, 1.0017, 1.0003, 0.0014, 0.0017, 0.0003, 549.1545, 543.7244, 546.7805, 546.46, 1.88, 2.83, nofault, noground, noline, nophase, nofault
1954, -1, -1, 0, 0.9989, 0.9995, 0.9995, 0.0004, 1.0, 1.0, 1.0, 1.0006, 1.0007, 1.0, 0.0006, 0.0007, 0.0, 533.1606, 534.1473, 529.2873, 531.72, 8.4, 7.06, nofault, noground, noline, nophase, nofault
1955, -1, -1, 0, 0.999, 0.9993, 0.9995, 0.0004, 1.0, 1.0, 1.0, 1.0003, 1.0004, 1.0001, 0.0003, 0.0004, 0.0001, 533.6981, 536.8022, 535.1249, 534.82, 0.63, 1.79, nofault, noground, noline, nophase, nofault
1956, -1, -1, 0, 0.9991, 0.9992, 0.9994, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0003, 1.0002, 0.0001, 0.0003, 0.0002, 239.2951, 241.2667, 240.0097, 240.01, 0.36, 0.89, nofault, noground, noline, nophase, nofault
1957, -1, -1, 0, 1.0007, 1.0007, 1.0008, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 547.3537, 547.8864, 547.652, 548.04, 0.78, 0.83, nofault, noground, noline, nophase, nofault
1958, -1, -1, 0, 0.9992, 0.9993, 0.9993, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0001, 1.0, 0.0001, 0.0001, 0.0, 543.65, 542.9409, 545.4748, 543.62, 0.45, 1.56, nofault, noground, noline, nophase, nofault
1959, -1, -1, 0, 0.9992, 0.9993, 0.9993, 0.0004, 0.9994, 1.0, 1.0006, 1.0001, 1.0001, 1.0001, 0.0001, 0.0001, 0.0001, 34.4251, 34.4946, 34.2255, 34.36, 0.02, 0.14, nofault, noground, noline, nophase, nofault
1960, -1, -1, 0, 1.0007, 1.0008, 1.0008, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0001, 1.0, 0.0001, 0.0001, 0.0, 545.2674, 545.3621, 547.5213, 546.45, 0.22, 1.7, nofault, noground, noline, nophase, nofault
1961, -1, -1, 0, 0.9989, 0.9995, 0.9997, 0.0004, 1.0, 1.0, 1.0, 1.0006, 1.0009, 1.0003, 0.0006, 0.0009, 0.0003, 543.1445, 543.2694, 541.5721, 542.31, 0.75, 1.27, nofault, noground, noline, nophase, nofault
1962, -1, -1, 0, 0.9992, 0.9993, 0.9993, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0002, 1.0001, 0.0001, 0.0002, 0.0001, 548.7506, 546.9992, 546.1231, 546.89, 0.58, 2.05, nofault, noground, noline, nophase, nofault
1963, -1, -1, 0, 0.9992, 0.9993, 0.9993, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 540.7269, 543.8949, 547.3936, 543.61, 1.24, 2.63, nofault, noground, noline, nophase, nofault
1964, -1, -1, 0, 1.0007, 1.0007, 1.0008, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 543.0452, 541.031, 540.4468, 541.9, 0.3, 1.83, nofault, noground, noline, nophase, nofault
1965, -1, -1, 0, 0.9992, 0.9993, 0.9993, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 540.4425, 547.0571, 546.359, 544.22, 1.71, 2.57, nofault, noground, noline, nophase, nofault
1966, -1, -1, 0, 1.0007, 1.0007, 1.0008, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 549.3839, 548.7782, 548.2904, 549.21, 1.3, 0.73, nofault, noground, noline, nophase, nofault
1967, -1, -1, 0, 0.9992, 0.9993, 0.9993, 0.0004, 1.0, 1.0, 1.0001, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 542.9549, 544.6677, 541.7793, 542.74, 0.5, 2.12, nofault, noground, noline, nophase, nofault
1968, -1, -1, 0, 1.0007, 1.0007, 1.0007, 0.0004, 0.9999, 1.0, 1.0001, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 237.5253, 238.6798, 237.0318, 237.92, 0.12, 0.86, nofault, noground, noline, nophase, nofault
1969, -1, -1, 0, 1.0007, 1.0007, 1.0008, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 543.1031, 541.6325, 545.0524, 543.65, 0.34, 2.14, nofault, noground, noline, nophase, nofault
1970, -1, -1, 0, 1.0007, 1.0007, 1.0007, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 538.9183, 540.4441, 542.1778, 540.89, 0.53, 2.26, nofault, noground, noline, nophase, nofault
1971, -1, -1, 0, 1.0005, 1.0008, 1.0008, 0.0004, 0.9999, 1.0, 1.0001, 1.0002, 1.0002, 1.0, 0.0002, 0.0002, 0.0, 241.3537, 242.2102, 241.3445, 241.81, 0.13, 0.47, nofault, noground, noline, nophase, nofault
1972, -1, -1, 0, 1.0002, 1.0008, 1.0009, 0.0004, 1.0, 1.0, 1.0, 1.0005, 1.0007, 1.0002, 0.0005, 0.0007, 0.0002, 538.9457, 536.3431, 539.8368, 538.72, 0.59, 2.41, nofault, noground, noline, nophase, nofault
1973, -1, -1, 0, 0.9993, 0.9993, 0.9993, 0.0004, 0.9999, 1.0, 1.0001, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 241.7066, 241.672, 240.9317, 241.27, 0.11, 0.55, nofault, noground, noline, nophase, nofault
1974, -1, -1, 0, 0.9991, 0.9993, 0.9996, 0.0004, 0.9999, 1.0, 1.0001, 1.0002, 1.0005, 1.0003, 0.0002, 0.0005, 0.0003, 543.6197, 546.4672, 544.2331, 544.41, 0.38, 1.82, nofault, noground, noline, nophase, nofault
1975, -1, -1, 0, 1.0007, 1.0007, 1.0007, 0.0004, 0.9999, 1.0, 1.0001, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 239.0996, 238.6396, 238.5389, 238.92, 0.21, 0.54, nofault, noground, noline, nophase, nofault
1976, -1, -1, 0, 1.0007, 1.0007, 1.0007, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 545.8517, 544.2142, 542.0482, 544.41, 0.21, 2.34, nofault, noground, noline, nophase, nofault
1977, -1, -1, 0, 1.0007, 1.0007, 1.0007, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 542.9961, 540.6279, 543.6049, 542.78, 0.5, 2.31, nofault, noground, noline, nophase, nofault
1978, -1, -1, 0, 0.9993, 0.9993, 0.9994, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0001, 0.0, 0.0001, 0.0001, 540.7128, 538.4784, 542.8478, 540.31, 1.52, 1.84, nofault, noground, noline, nophase, nofault
1979, -1, -1, 0, 0.9988, 0.9998, 0.9998, 0.0004, 1.0, 1.0, 1.0, 1.001, 1.001, 1.0, 0.001, 0.001, 0.0, 543.0212, 540.0709, 544.0222, 542.09, 0.4, 2.6, nofault, noground, noline, nophase, nofault
1980, -1, -1, 0, 0.9991, 0.9994, 0.9996, 0.0004, 1.0, 1.0, 1.0, 1.0003, 1.0005, 1.0002, 0.0003, 0.0005, 0.0002, 545.3349, 544.6975, 550.2134, 546.39, 0.91, 2.67, nofault, noground, noline, nophase, nofault
1981, -1, -1, 0, 0.9993, 0.9993, 0.9993, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 550.7928, 554.7591, 555.2547, 553.22, 1.3, 1.77, nofault, noground, noline, nophase, nofault
1982, -1, -1, 0, 0.9999, 1.0007, 1.0009, 0.0004, 1.0, 1.0, 1.0001, 1.0008, 1.001, 1.0002, 0.0008, 0.001, 0.0002, 543.5192, 543.4193, 543.3934, 543.73, 0.12, 0.33, nofault, noground, noline, nophase, nofault
1983, -1, -1, 0, 0.999, 0.9995, 0.9996, 0.0004, 0.9999, 1.0, 1.0001, 1.0005, 1.0006, 1.0001, 0.0005, 0.0006, 0.0001, 240.9776, 240.0864, 240.4753, 240.36, 0.22, 0.66, nofault, noground, noline, nophase, nofault
1984, -1, -1, 0, 1.0006, 1.0007, 1.0007, 0.0004, 1.0, 1.0, 1.0001, 1.0001, 1.0001, 1.0, 0.0001, 0.0001, 0.0, 239.5919, 238.6833, 238.7382, 239.16, 0.08, 0.66, nofault, noground, noline, nophase, nofault
1985, -1, -1, 0, 0.9999, 0.9999, 1.0011, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0013, 1.0012, 0.0, 0.0013, 0.0012, 549.587, 546.0069, 540.3128, 545.47, 2.18, 2.81, nofault, noground, noline, nophase, nofault
1986, -1, -1, 0, 0.9993, 0.9993, 0.9994, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0001, 1.0001, 0.0001, 0.0001, 0.0001, 547.3034, 552.0308, 550.266, 549.5, 1.12, 1.77, nofault, noground, noline, nophase, nofault
1987, -1, -1, 0, 0.9993, 0.9993, 0.9994, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 540.3866, 543.7806, 542.1236, 541.74, 0.86, 1.68, nofault, noground, noline, nophase, nofault
1988, -1, -1, 0, 1.0005, 1.0006, 1.0008, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0003, 1.0003, 0.0001, 0.0003, 0.0003, 539.8309, 542.5543, 540.9384, 541.46, 0.48, 1.13, nofault, noground, noline, nophase, nofault
1989, -1, -1, 0, 1.0006, 1.0007, 1.0007, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 540.6425, 542.0677, 543.2881, 542.35, 0.81, 1.39, nofault, noground, noline, nophase, nofault
1990, -1, -1, 0, 0.9993, 0.9994, 0.9994, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 541.0669, 543.442, 548.673, 543.91, 10.79, 6.24, nofault, noground, noline, nophase, nofault
1991, -1, -1, 0, 0.9993, 0.9994, 0.9994, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0001, 1.0001, 0.0001, 0.0001, 0.0001, 538.0763, 539.8489, 536.3857, 537.76, 0.79, 1.7, nofault, noground, noline, nophase, nofault
1992, -1, -1, 0, 0.9992, 0.9993, 0.9997, 0.0004, 1.0, 1.0, 1.0, 1.0001, 1.0005, 1.0004, 0.0001, 0.0005, 0.0004, 239.5182, 239.4816, 240.6834, 239.75, 0.18, 0.68, nofault, noground, noline, nophase, nofault
1993, -1, -1, 0, 0.9993, 0.9994, 0.9994, 0.0004, 1.0, 1.0, 1.0, 1.0, 1.0001, 1.0, 0.0, 0.0001, 0.0, 535.8247, 538.9288, 541.4128, 538.38, 1.18, 2.1, nofault, noground, noline, nophase, nofault
