@relation saggedV+AngleChange+NegSeq

@attribute ID numeric
@attribute faultId numeric
@attribute subfaultId numeric
@attribute isfaultedbus numeric
@attribute v_sag_1 numeric
@attribute v_sag_2 numeric
@attribute v_sag_3 numeric
@attribute delta_v numeric
@attribute a_change_1 numeric
@attribute a_change_2 numeric
@attribute a_change_3 numeric
@attribute rel_phase_2_1 numeric
@attribute rel_phase_3_1 numeric
@attribute rel_phase_3_2 numeric
@attribute sub_phase_2_1 numeric
@attribute sub_phase_3_1 numeric
@attribute sub_phase_3_2 numeric
@attribute v_ss_1 numeric
@attribute v_ss_2 numeric
@attribute v_ss_3 numeric
@attribute pos_seq numeric
@attribute zero_seq numeric
@attribute neg_seq numeric
@attribute faultvsnofault {fault, nofault}
@attribute groundvsnoground {ground, noground}
@attribute linevsnoline {line, noline}
@attribute phasevsnophase {phase, nophase}
@attribute class {ground, line, phase, nofault}

@data
3925, 54, 0, 0, 0.9975, 0.9988, 0.9998, 0.0009, 0.9984, 1.0006, 1.001, 1.0012, 1.0023, 1.001, 0.0012, 0.0022, 0.001, 540.6902, 540.3636, 541.5021, 540.15, 0.86, 1.48, fault, ground, noline, nophase, ground
3926, 54, 0, 0, 0.9976, 0.9987, 0.9998, 0.0009, 0.9991, 1.0, 1.001, 1.0012, 1.0023, 1.0011, 0.0012, 0.0023, 0.0011, 538.8477, 542.2863, 540.573, 539.86, 3.06, 1.78, fault, ground, noline, nophase, ground
3927, 54, 0, 0, 0.9978, 0.9986, 1.0, 0.0009, 0.9982, 0.9999, 1.0019, 1.0009, 1.0023, 1.0014, 0.0009, 0.0023, 0.0014, 540.0839, 538.4635, 541.0597, 539.22, 0.55, 1.41, fault, ground, noline, nophase, ground
3928, 53, 1, 0, 0.9975, 0.9992, 0.9998, 0.0009, 0.9985, 0.9993, 1.0022, 1.0017, 1.0023, 1.0006, 0.0017, 0.0023, 0.0006, 240.5004, 239.4406, 238.8117, 239.31, 0.36, 0.41, fault, ground, noline, nophase, ground
3929, 53, 1, 0, 0.9975, 0.9992, 0.9998, 0.0009, 0.9975, 1.0011, 1.0014, 1.0017, 1.0023, 1.0006, 0.0017, 0.0023, 0.0006, 239.6718, 238.5754, 238.6056, 238.68, 0.18, 0.25, fault, ground, noline, nophase, ground
3930, 54, 0, 0, 0.9978, 0.9987, 1.0, 0.0009, 0.999, 1.0002, 1.0008, 1.0009, 1.0022, 1.0013, 0.0009, 0.0022, 0.0013, 539.8245, 539.2034, 540.9979, 539.36, 0.3, 1.51, fault, ground, noline, nophase, ground
3931, 53, 1, 0, 0.9975, 0.9992, 0.9998, 0.0009, 0.9992, 0.9997, 1.0011, 1.0017, 1.0023, 1.0006, 0.0017, 0.0023, 0.0006, 239.7195, 238.6278, 238.649, 238.72, 0.17, 0.27, fault, ground, noline, nophase, ground
3932, 53, 1, 0, 0.9975, 0.9992, 0.9997, 0.0009, 0.9977, 1.001, 1.0013, 1.0017, 1.0021, 1.0004, 0.0017, 0.0021, 0.0004, 240.4667, 239.4251, 238.7862, 239.27, 0.36, 0.42, fault, ground, noline, nophase, ground
3933, 53, 0, 0, 0.9977, 0.9991, 0.9999, 0.0008, 0.9991, 0.9999, 1.001, 1.0014, 1.0022, 1.0008, 0.0014, 0.0022, 0.0008, 545.4511, 543.4522, 544.014, 543.68, 0.71, 1.17, fault, ground, noline, nophase, ground
3934, 53, 0, 0, 0.9977, 0.9991, 0.9998, 0.0008, 0.9991, 0.9999, 1.001, 1.0014, 1.0022, 1.0008, 0.0014, 0.0022, 0.0008, 545.265, 544.6897, 542.4596, 543.51, 1.82, 1.57, fault, ground, noline, nophase, ground
3935, 53, 0, 0, 0.9977, 0.9991, 0.9999, 0.0008, 0.9982, 0.9995, 1.0023, 1.0014, 1.0022, 1.0007, 0.0014, 0.0022, 0.0007, 545.0816, 544.5241, 542.3208, 543.36, 1.83, 1.56, fault, ground, noline, nophase, ground
3936, 53, 0, 0, 0.9977, 0.9991, 0.9998, 0.0008, 0.9946, 1.0016, 1.0038, 1.0014, 1.0021, 1.0008, 0.0014, 0.0021, 0.0008, 545.6647, 543.6735, 544.1726, 543.89, 0.67, 1.18, fault, ground, noline, nophase, ground
3937, 53, 1, 0, 0.9978, 0.9992, 1.0001, 0.0008, 0.9992, 0.9999, 1.0009, 1.0013, 1.0022, 1.0009, 0.0013, 0.0022, 0.0009, 544.8607, 542.8431, 543.427, 543.18, 0.71, 1.18, fault, ground, noline, nophase, ground
3938, 53, 1, 0, 0.9979, 0.9992, 1.0001, 0.0008, 0.9991, 1.0, 1.001, 1.0013, 1.0022, 1.0009, 0.0013, 0.0022, 0.0009, 544.6794, 544.0862, 541.8816, 543.03, 1.81, 1.59, fault, ground, noline, nophase, ground
3939, 53, 0, 0, 0.9979, 0.9992, 1.0002, 0.0008, 0.9991, 1.0, 1.0009, 1.0013, 1.0023, 1.001, 0.0013, 0.0023, 0.001, 546.5489, 526.3128, 541.5372, 537.63, 7.05, 5.04, fault, ground, noline, nophase, ground
3940, 53, 0, 0, 0.9979, 0.9992, 1.0001, 0.0008, 0.9991, 0.9999, 1.001, 1.0013, 1.0023, 1.0009, 0.0013, 0.0022, 0.0009, 546.3588, 546.729, 540.2566, 543.94, 1.66, 2.22, fault, ground, noline, nophase, ground
3941, 53, 1, 0, 0.9979, 0.9992, 1.0, 0.0008, 0.9981, 0.9994, 1.0025, 1.0013, 1.0021, 1.0008, 0.0013, 0.0021, 0.0008, 544.4956, 543.9161, 541.7357, 542.85, 1.81, 1.59, fault, ground, noline, nophase, ground
3942, 53, 1, 0, 0.9979, 0.9992, 1.0, 0.0008, 0.9945, 1.0015, 1.004, 1.0012, 1.0021, 1.0009, 0.0012, 0.0021, 0.0009, 545.0811, 543.073, 543.595, 543.39, 0.68, 1.21, fault, ground, noline, nophase, ground
3943, 53, 0, 0, 0.9979, 0.9992, 1.0002, 0.0007, 0.9967, 0.9975, 1.0058, 1.0012, 1.0022, 1.001, 0.0012, 0.0022, 0.001, 546.4514, 526.6759, 541.3932, 537.68, 6.86, 4.9, fault, ground, noline, nophase, ground
3944, 53, 0, 0, 0.9979, 0.9992, 1.0002, 0.0007, 0.9991, 0.9999, 1.001, 1.0013, 1.0023, 1.0009, 0.0013, 0.0022, 0.0009, 546.2011, 546.6226, 540.0936, 543.83, 1.68, 2.24, fault, ground, noline, nophase, ground
3945, 54, 0, 0, 0.9982, 0.999, 0.9999, 0.0007, 0.9963, 1.0017, 1.002, 1.0008, 1.0017, 1.0009, 0.0008, 0.0017, 0.0009, 543.7392, 543.6971, 542.5659, 542.79, 1.16, 0.81, fault, ground, noline, nophase, ground
3946, 54, 0, 0, 0.9982, 0.999, 0.9999, 0.0007, 0.999, 0.9994, 1.0016, 1.0008, 1.0018, 1.0009, 0.0008, 0.0018, 0.0009, 544.0431, 540.8624, 542.1911, 541.83, 0.39, 1.53, fault, ground, noline, nophase, ground
3947, 54, 0, 0, 0.9982, 0.9989, 1.0, 0.0007, 0.9984, 0.9989, 1.0027, 1.0006, 1.0018, 1.0012, 0.0006, 0.0018, 0.0012, 241.1011, 240.5347, 241.4745, 240.81, 0.14, 0.63, fault, ground, noline, nophase, ground
3948, 54, 0, 0, 0.9983, 0.9988, 1.0001, 0.0007, 0.999, 0.9999, 1.0011, 1.0006, 1.0018, 1.0012, 0.0006, 0.0018, 0.0012, 241.1379, 240.5041, 241.3669, 240.78, 0.16, 0.66, fault, ground, noline, nophase, ground
3949, 53, 0, 0, 0.9981, 0.9992, 1.0, 0.0007, 0.9744, 1.0122, 1.0145, 1.0011, 1.0019, 1.0008, 0.0011, 0.0019, 0.0008, 545.4267, 546.0036, 540.6105, 543.52, 1.37, 1.81, fault, ground, noline, nophase, ground
3950, 54, 0, 0, 0.9984, 0.9988, 1.0002, 0.0007, 0.9996, 0.9996, 1.0009, 1.0005, 1.0018, 1.0014, 0.0005, 0.0018, 0.0014, 241.073, 240.5248, 241.4488, 240.81, 0.14, 0.64, fault, ground, noline, nophase, ground
3951, 54, 0, 0, 0.9983, 0.9989, 1.0, 0.0007, 0.9983, 1.0008, 1.001, 1.0006, 1.0017, 1.001, 0.0006, 0.0017, 0.001, 241.0897, 240.4636, 241.3118, 240.73, 0.16, 0.64, fault, ground, noline, nophase, ground
3952, 53, 1, 0, 0.9981, 0.9994, 1.0003, 0.0007, 0.9967, 0.9977, 1.0057, 1.0012, 1.0022, 1.001, 0.0012, 0.0022, 0.001, 545.7036, 526.0526, 540.5694, 537.05, 6.81, 4.82, fault, ground, noline, nophase, ground
3953, 53, 0, 0, 0.9981, 0.9993, 1.0, 0.0007, 0.998, 1.0, 1.002, 1.0011, 1.0019, 1.0008, 0.0011, 0.0019, 0.0008, 546.1263, 545.5168, 541.893, 544.04, 0.58, 1.78, fault, ground, noline, nophase, ground
3954, 53, 1, 0, 0.9982, 0.9994, 1.0003, 0.0007, 0.9991, 1.0, 1.0009, 1.0012, 1.0022, 1.001, 0.0012, 0.0022, 0.001, 545.4498, 545.8502, 539.2693, 543.13, 1.66, 2.29, fault, ground, noline, nophase, ground
3955, 53, 1, 0, 0.9981, 0.9994, 1.0003, 0.0007, 0.9991, 1.0, 1.0009, 1.0013, 1.0022, 1.0009, 0.0012, 0.0022, 0.0009, 545.785, 525.6858, 540.7034, 537.0, 7.03, 4.97, fault, ground, noline, nophase, ground
3956, 53, 1, 0, 0.9982, 0.9994, 1.0003, 0.0007, 0.9991, 1.0, 1.0009, 1.0012, 1.0022, 1.001, 0.0012, 0.0022, 0.001, 545.593, 545.951, 539.4261, 543.27, 1.66, 2.27, fault, ground, noline, nophase, ground
3957, 53, 1, 0, 0.9983, 0.9993, 1.0002, 0.0006, 0.9981, 0.9999, 1.0021, 1.001, 1.0019, 1.0009, 0.001, 0.0019, 0.0009, 545.4992, 544.8729, 541.2673, 543.47, 0.57, 1.78, fault, ground, noline, nophase, ground
3958, 53, 1, 0, 0.9983, 0.9993, 1.0002, 0.0006, 0.9745, 1.0121, 1.0144, 1.001, 1.0018, 1.0008, 0.001, 0.0018, 0.0008, 544.7986, 545.3599, 539.9856, 542.98, 1.36, 1.81, fault, ground, noline, nophase, ground
3959, 53, 0, 0, 0.9986, 0.9996, 1.0004, 0.0005, 0.9993, 1.0, 1.0007, 1.001, 1.0018, 1.0008, 0.001, 0.0018, 0.0008, 545.3337, 546.7463, 545.2444, 545.51, 1.43, 2.14, fault, ground, noline, nophase, ground
3960, 53, 1, 0, 0.9987, 0.9996, 1.0005, 0.0005, 0.9992, 1.0001, 1.0007, 1.0009, 1.0018, 1.0009, 0.0009, 0.0018, 0.0008, 544.4108, 545.8217, 544.2995, 544.62, 1.43, 2.15, fault, ground, noline, nophase, ground
3961, 53, 0, 0, 0.9991, 0.9997, 1.0005, 0.0004, 0.9965, 1.001, 1.0025, 1.0006, 1.0015, 1.0009, 0.0006, 0.0015, 0.0009, 542.8631, 546.3531, 539.6805, 542.82, 1.22, 2.4, fault, ground, noline, nophase, ground
3962, 53, 0, 0, 0.9991, 0.9996, 1.0005, 0.0004, 0.9956, 1.0009, 1.0035, 1.0006, 1.0014, 1.0008, 0.0006, 0.0014, 0.0008, 543.3, 545.2891, 540.2489, 542.8, 0.85, 1.86, fault, ground, noline, nophase, ground
3963, 53, 0, 0, 0.9991, 0.9997, 1.0005, 0.0004, 0.998, 0.9986, 1.0034, 1.0007, 1.0014, 1.0007, 0.0007, 0.0014, 0.0007, 543.6111, 545.9528, 539.2985, 542.81, 1.48, 2.2, fault, ground, noline, nophase, ground
3964, 53, 0, 0, 0.9991, 0.9996, 1.0005, 0.0004, 0.9968, 0.9997, 1.0035, 1.0005, 1.0014, 1.0009, 0.0005, 0.0014, 0.0009, 543.2849, 545.2634, 540.0982, 542.74, 1.02, 1.76, fault, ground, noline, nophase, ground
3965, 53, 0, 0, 0.9991, 0.9997, 1.0005, 0.0004, 0.9955, 1.0019, 1.0027, 1.0006, 1.0014, 1.0008, 0.0006, 0.0014, 0.0008, 543.446, 545.4441, 540.3338, 542.94, 0.87, 1.88, fault, ground, noline, nophase, ground
3966, 53, 1, 0, 0.9992, 0.9998, 1.0006, 0.0003, 0.9957, 1.0008, 1.0035, 1.0006, 1.0014, 1.0008, 0.0006, 0.0014, 0.0008, 542.3829, 544.368, 539.2743, 541.95, 0.87, 1.87, fault, ground, noline, nophase, ground
3967, 53, 0, 0, 0.9991, 0.9997, 1.0004, 0.0003, 0.9994, 1.0, 1.0006, 1.0005, 1.0013, 1.0008, 0.0005, 0.0013, 0.0008, 543.0068, 546.5304, 539.794, 542.97, 1.24, 2.44, fault, ground, noline, nophase, ground
3968, 53, 1, 0, 0.9992, 0.9998, 1.0006, 0.0003, 0.9953, 0.9999, 1.0048, 1.0006, 1.0014, 1.0008, 0.0006, 0.0014, 0.0008, 541.939, 545.4373, 538.7089, 541.95, 1.25, 2.4, fault, ground, noline, nophase, ground
3969, 53, 1, 0, 0.9992, 0.9998, 1.0006, 0.0003, 0.997, 0.9995, 1.0035, 1.0006, 1.0014, 1.0008, 0.0006, 0.0014, 0.0008, 542.3763, 544.3505, 539.1337, 541.88, 1.06, 1.76, fault, ground, noline, nophase, ground
3970, 53, 1, 0, 0.9992, 0.9998, 1.0006, 0.0003, 0.9983, 0.9984, 1.0034, 1.0006, 1.0014, 1.0008, 0.0006, 0.0014, 0.0008, 542.6969, 545.0467, 538.3379, 541.95, 1.53, 2.17, fault, ground, noline, nophase, ground
3971, 53, 1, 0, 0.9992, 0.9998, 1.0006, 0.0003, 0.9955, 1.0019, 1.0026, 1.0006, 1.0013, 1.0008, 0.0006, 0.0013, 0.0008, 542.5331, 544.5258, 539.3718, 542.06, 0.91, 1.88, fault, ground, noline, nophase, ground
3972, 53, 1, 0, 0.9993, 0.9998, 1.0006, 0.0003, 0.9994, 1.0001, 1.0005, 1.0005, 1.0013, 1.0008, 0.0005, 0.0013, 0.0008, 542.0885, 545.6158, 538.8235, 542.11, 1.27, 2.42, fault, ground, noline, nophase, ground
3973, 54, 0, 0, 0.9992, 0.9995, 1.0, 0.0003, 0.9842, 0.9947, 1.0211, 1.0004, 1.0008, 1.0005, 0.0004, 0.0008, 0.0005, 531.7162, 535.8463, 534.6085, 533.71, 8.36, 7.24, fault, ground, noline, nophase, ground
3974, 54, 0, 0, 0.9992, 0.9996, 1.0001, 0.0003, 0.9856, 0.9875, 1.027, 1.0004, 1.0009, 1.0005, 0.0004, 0.0009, 0.0005, 549.5421, 554.5512, 547.536, 550.18, 11.05, 6.86, fault, ground, noline, nophase, ground
3976, 93, 0, 0, 0.694, 0.9836, 0.9966, 0.1022, 0.9671, 1.0119, 1.0209, 1.4173, 1.4361, 1.0133, 0.2896, 0.3027, 0.0131, 538.1141, 538.9588, 535.687, 478.92, 46.02, 60.69, fault, ground, noline, nophase, ground
3977, 92, 0, 0, 0.7201, 0.9512, 0.9671, 0.0954, 0.9629, 0.9757, 1.0616, 1.3209, 1.3431, 1.0168, 0.2311, 0.247, 0.016, 238.2225, 236.5492, 237.0384, 208.3, 10.56, 26.44, fault, ground, noline, nophase, ground
3978, 93, 0, 0, 0.7514, 0.9445, 0.9538, 0.0863, 0.96, 0.9625, 1.0771, 1.257, 1.2694, 1.0098, 0.1931, 0.2024, 0.0093, 233.6523, 234.9655, 233.6208, 206.25, 4.59, 26.1, fault, ground, noline, nophase, ground
3979, 93, 0, 0, 0.7515, 0.9443, 0.9539, 0.0863, 0.9579, 0.963, 1.079, 1.2565, 1.2692, 1.0101, 0.1928, 0.2023, 0.0095, 233.7042, 235.0183, 233.6569, 206.3, 4.57, 26.09, fault, ground, noline, nophase, ground
3981, 98, 0, 1, 0.0444, 0.9839, 1.0022, 0.3186, 0.8037, 0.9998, 1.1967, 22.1654, 22.5769, 1.0186, 0.9395, 0.9578, 0.0183, 551.3908, 549.0884, 547.0278, 370.31, 174.97, 172.98, fault, ground, noline, nophase, ground
3982, 95, 0, 1, 0.1245, 0.9936, 0.9986, 0.2919, 0.976, 1.0091, 1.015, 7.9833, 8.0241, 1.0051, 0.8691, 0.8742, 0.0051, 550.9902, 545.2614, 545.672, 385.06, 156.27, 160.28, fault, ground, noline, nophase, ground
3983, 84, 1, 1, 0.3933, 0.4952, 0.9798, 0.2632, 0.5946, 1.1062, 1.2991, 1.259, 2.4913, 1.9787, 0.1019, 0.5865, 0.4846, 546.2862, 544.9162, 545.7441, 324.73, 63.73, 159.57, fault, noground, line, nophase, line
3984, 84, 1, 0, 0.3933, 0.4952, 0.9798, 0.2632, 0.5946, 1.1061, 1.2992, 1.2592, 2.4912, 1.9785, 0.1019, 0.5865, 0.4846, 546.376, 545.009, 545.8439, 324.79, 63.75, 159.6, fault, noground, line, nophase, line
3985, 84, 1, 0, 0.3926, 0.4962, 0.9804, 0.2631, 0.5955, 1.1049, 1.2998, 1.2639, 2.4973, 1.9759, 0.1036, 0.5878, 0.4842, 549.5863, 543.576, 544.386, 324.67, 63.52, 159.0, fault, noground, line, nophase, line
3986, 84, 1, 0, 0.3926, 0.4962, 0.9803, 0.2631, 0.5957, 1.1092, 1.2942, 1.2639, 2.4971, 1.9757, 0.1036, 0.5877, 0.4841, 549.6775, 543.6522, 544.45, 324.69, 63.51, 159.02, fault, noground, line, nophase, line
3987, 96, 0, 0, 0.3096, 1.0049, 1.033, 0.2304, 0.6387, 0.9503, 1.408, 3.2459, 3.3367, 1.028, 0.6953, 0.7234, 0.0281, 550.2763, 545.2928, 544.3814, 410.86, 166.7, 136.27, fault, ground, noline, nophase, ground
3988, 97, 0, 1, 0.4732, 0.5744, 0.9458, 0.2265, 0.7715, 1.0646, 1.1649, 1.2138, 1.9986, 1.6465, 0.1012, 0.4726, 0.3714, 538.7357, 540.6067, 538.0307, 352.61, 49.57, 115.43, fault, noground, line, nophase, line
3989, 97, 0, 0, 0.4731, 0.5746, 0.9459, 0.2265, 0.7715, 1.0647, 1.1651, 1.2145, 1.9994, 1.6463, 0.1015, 0.4728, 0.3713, 539.2234, 541.4347, 539.2545, 353.28, 49.87, 115.68, fault, noground, line, nophase, line
3990, 97, 0, 0, 0.4697, 0.5976, 0.9266, 0.2232, 0.7639, 1.0847, 1.1524, 1.2723, 1.9729, 1.5506, 0.1279, 0.4569, 0.329, 541.6432, 543.2532, 542.1291, 354.7, 43.2, 114.63, fault, noground, line, nophase, line
3991, 97, 0, 0, 0.4697, 0.5976, 0.9267, 0.2232, 0.7647, 1.0849, 1.151, 1.2724, 1.9729, 1.5506, 0.1279, 0.457, 0.3291, 541.5416, 543.1602, 542.0613, 354.66, 43.21, 114.62, fault, noground, line, nophase, line
3992, 97, 0, 0, 0.47, 0.5981, 0.924, 0.2231, 0.7641, 1.0863, 1.1508, 1.2725, 1.9658, 1.5448, 0.1281, 0.4539, 0.3258, 539.9474, 542.2707, 544.0389, 354.57, 43.54, 114.67, fault, noground, line, nophase, line
3993, 97, 0, 0, 0.47, 0.5982, 0.924, 0.2231, 0.7616, 1.0877, 1.153, 1.2726, 1.9657, 1.5446, 0.1282, 0.4539, 0.3258, 540.0324, 542.3632, 544.0759, 354.62, 43.56, 114.65, fault, noground, line, nophase, line
3994, 84, 1, 0, 0.4256, 0.6921, 0.8775, 0.221, 0.6771, 1.0703, 1.2533, 1.6261, 2.0617, 1.2679, 0.2665, 0.4519, 0.1854, 34.4805, 34.2199, 34.4387, 21.98, 0.22, 8.94, fault, noground, line, nophase, line
3995, 84, 1, 0, 0.5008, 0.5804, 0.9236, 0.2189, 0.645, 1.1609, 1.1944, 1.1591, 1.8445, 1.5913, 0.0797, 0.4229, 0.3432, 549.1584, 546.0456, 546.2219, 352.09, 20.57, 138.37, fault, noground, line, nophase, line
3996, 84, 1, 0, 0.5008, 0.5805, 0.9236, 0.2189, 0.6447, 1.163, 1.1927, 1.1592, 1.8444, 1.591, 0.0797, 0.4228, 0.3431, 549.0652, 545.9865, 547.0226, 352.32, 20.78, 138.59, fault, noground, line, nophase, line
3997, 84, 1, 0, 0.4901, 0.5975, 0.9127, 0.2185, 0.638, 1.1718, 1.19, 1.2192, 1.8625, 1.5276, 0.1074, 0.4227, 0.3153, 240.6826, 239.1435, 240.1239, 153.83, 6.4, 61.24, fault, noground, line, nophase, line
3998, 84, 1, 0, 0.4883, 0.6027, 0.9092, 0.2181, 0.6349, 1.1677, 1.1981, 1.2343, 1.8621, 1.5086, 0.1144, 0.4209, 0.3065, 240.8489, 238.9203, 240.3573, 153.74, 5.53, 61.41, fault, noground, line, nophase, line
3999, 84, 1, 0, 0.4468, 0.6721, 0.891, 0.2174, 0.6595, 1.0969, 1.244, 1.5043, 1.9943, 1.3257, 0.2253, 0.4442, 0.2189, 34.4096, 34.1748, 34.3289, 22.07, 0.26, 8.91, fault, noground, line, nophase, line
4000, 99, 0, 0, 0.3997, 0.9662, 0.9752, 0.2006, 0.9309, 1.0325, 1.0366, 2.4172, 2.4396, 1.0093, 0.5665, 0.5754, 0.0089, 543.1113, 541.722, 541.9043, 422.41, 92.89, 114.26, fault, ground, noline, nophase, ground
4001, 99, 1, 1, 0.4113, 1.0338, 1.1057, 0.1997, 0.8782, 0.8915, 1.2299, 2.5133, 2.6879, 1.0695, 0.6225, 0.6943, 0.0718, 553.3641, 551.1062, 551.0418, 462.01, 168.39, 86.04, fault, ground, noline, nophase, ground
4002, 99, 1, 0, 0.4335, 1.0402, 1.105, 0.1925, 0.8741, 0.8854, 1.2398, 2.3998, 2.5493, 1.0623, 0.6068, 0.6716, 0.0648, 553.5832, 551.2665, 551.2691, 466.44, 168.01, 81.91, fault, ground, noline, nophase, ground
4003, 99, 1, 0, 0.435, 1.0401, 1.1045, 0.192, 0.8734, 0.8842, 1.2407, 2.3911, 2.5392, 1.0619, 0.6051, 0.6695, 0.0644, 553.1089, 549.6035, 552.228, 466.06, 168.43, 81.54, fault, ground, noline, nophase, ground
4004, 99, 1, 0, 0.4351, 1.0401, 1.1045, 0.192, 0.8713, 0.8861, 1.241, 2.3905, 2.5383, 1.0619, 0.605, 0.6693, 0.0643, 553.3001, 549.7442, 552.4009, 466.21, 168.45, 81.55, fault, ground, noline, nophase, ground
4005, 96, 0, 0, 0.4306, 1.0032, 1.033, 0.1901, 0.7571, 0.9555, 1.2863, 2.3298, 2.399, 1.0297, 0.5726, 0.6024, 0.0298, 547.0764, 546.6277, 545.7148, 438.93, 140.25, 111.05, fault, ground, noline, nophase, ground
4006, 96, 0, 0, 0.4306, 1.0032, 1.033, 0.1901, 0.7538, 0.9593, 1.2868, 2.3298, 2.399, 1.0297, 0.5726, 0.6024, 0.0298, 547.1758, 546.7377, 545.8148, 439.01, 140.28, 111.06, fault, ground, noline, nophase, ground
4007, 60, 0, 1, 0.6139, 0.6579, 0.9827, 0.1721, 0.6611, 1.1665, 1.1729, 1.0718, 1.6008, 1.4936, 0.044, 0.3688, 0.3248, 549.6558, 549.0874, 549.0856, 398.28, 3.2, 140.94, fault, noground, line, nophase, line
4008, 60, 0, 0, 0.6148, 0.6586, 0.9827, 0.1717, 0.6601, 1.1675, 1.1723, 1.0713, 1.5983, 1.492, 0.0438, 0.3678, 0.324, 550.2538, 549.8524, 547.8679, 398.3, 2.97, 140.86, fault, noground, line, nophase, line
4009, 104, 0, 1, 0.4947, 0.9459, 0.9507, 0.1702, 0.9047, 1.0357, 1.0594, 1.9119, 1.9216, 1.0051, 0.4511, 0.456, 0.0048, 541.734, 539.1363, 543.4213, 430.2, 67.01, 100.2, fault, ground, noline, nophase, ground
4010, 104, 0, 0, 0.4948, 0.9459, 0.9507, 0.1702, 0.9028, 1.0396, 1.0576, 1.9118, 1.9215, 1.0051, 0.4511, 0.4559, 0.0048, 541.6337, 539.0427, 543.3836, 430.15, 67.02, 100.17, fault, ground, noline, nophase, ground
4011, 104, 0, 0, 0.495, 0.9459, 0.9514, 0.1701, 0.9044, 1.036, 1.0597, 1.9111, 1.9222, 1.0058, 0.451, 0.4564, 0.0055, 542.5969, 540.7984, 541.4894, 430.46, 65.95, 100.46, fault, ground, noline, nophase, ground
4012, 104, 0, 0, 0.495, 0.946, 0.9514, 0.1701, 0.9045, 1.0372, 1.0584, 1.911, 1.922, 1.0058, 0.4509, 0.4564, 0.0055, 542.4962, 540.6823, 541.4173, 430.41, 65.92, 100.46, fault, ground, noline, nophase, ground
4013, 105, 0, 1, 0.5243, 0.9919, 1.0616, 0.1599, 0.8263, 0.9522, 1.2211, 1.8917, 2.0248, 1.0704, 0.4675, 0.5373, 0.0698, 545.7552, 545.148, 545.2378, 461.64, 125.63, 86.85, fault, ground, noline, nophase, ground
4014, 105, 0, 0, 0.5245, 0.9919, 1.0615, 0.1598, 0.8277, 0.9545, 1.2158, 1.891, 2.0236, 1.0701, 0.4674, 0.5369, 0.0696, 546.042, 544.9226, 548.078, 462.58, 126.55, 86.92, fault, ground, noline, nophase, ground
4015, 98, 0, 0, 0.5224, 0.9869, 1.0097, 0.1593, 0.7637, 0.9998, 1.228, 1.8892, 1.9329, 1.0231, 0.4645, 0.4873, 0.0228, 550.4737, 546.0985, 549.5396, 449.94, 117.36, 103.88, fault, ground, noline, nophase, ground
4016, 73, 0, 1, 0.5405, 0.9927, 0.9949, 0.1532, 0.9427, 0.9944, 1.0628, 1.8368, 1.8409, 1.0022, 0.4523, 0.4545, 0.0022, 541.8728, 543.2996, 542.9246, 456.84, 85.57, 82.4, fault, ground, noline, nophase, ground
4017, 73, 0, 0, 0.5405, 0.9927, 0.995, 0.1532, 0.9427, 0.9945, 1.0628, 1.8368, 1.841, 1.0023, 0.4523, 0.4545, 0.0023, 541.9588, 543.3869, 543.0238, 456.92, 85.6, 82.41, fault, ground, noline, nophase, ground
4018, 73, 0, 0, 0.542, 0.9925, 0.9949, 0.1527, 0.9473, 0.991, 1.0613, 1.8313, 1.8358, 1.0025, 0.4505, 0.453, 0.0024, 540.7243, 546.4788, 541.428, 457.4, 85.31, 83.17, fault, ground, noline, nophase, ground
4019, 73, 0, 0, 0.542, 0.9925, 0.9949, 0.1527, 0.9537, 0.9842, 1.0615, 1.8313, 1.8357, 1.0024, 0.4506, 0.4529, 0.0023, 540.7978, 546.5617, 541.4912, 457.46, 85.31, 83.18, fault, ground, noline, nophase, ground
4020, 104, 0, 0, 0.5491, 0.9559, 0.9588, 0.1516, 0.9151, 1.036, 1.0491, 1.7408, 1.7462, 1.0031, 0.4068, 0.4097, 0.0029, 540.9451, 538.4819, 538.9184, 441.8, 60.13, 88.99, fault, ground, noline, nophase, ground
4021, 104, 0, 0, 0.5493, 0.956, 0.9587, 0.1516, 0.9167, 1.0336, 1.0496, 1.7404, 1.7454, 1.0029, 0.4067, 0.4094, 0.0027, 541.7386, 539.6392, 539.3187, 442.46, 60.35, 89.02, fault, ground, noline, nophase, ground
4022, 104, 1, 1, 0.5687, 0.9519, 0.9594, 0.1453, 0.9369, 1.0124, 1.0507, 1.6739, 1.6871, 1.0079, 0.3832, 0.3908, 0.0075, 541.2944, 538.7013, 543.0429, 446.48, 56.52, 84.71, fault, ground, noline, nophase, ground
4023, 104, 1, 0, 0.5687, 0.952, 0.9594, 0.1453, 0.9368, 1.0125, 1.0507, 1.674, 1.6872, 1.0079, 0.3833, 0.3908, 0.0075, 541.3904, 538.7866, 543.072, 446.55, 56.52, 84.73, fault, ground, noline, nophase, ground
4024, 104, 1, 0, 0.5689, 0.9519, 0.9601, 0.1452, 0.9361, 1.0128, 1.0512, 1.6732, 1.6875, 1.0085, 0.383, 0.3911, 0.0081, 542.2495, 540.4503, 541.1519, 446.8, 55.46, 84.99, fault, ground, noline, nophase, ground
