@relation  saggedV+AngleChange+NegSeq

@attribute v_sag_1 numeric
@attribute delta_v numeric
@attribute sub_phase_2_1 numeric
@attribute sub_phase_3_2 numeric
@attribute class {ground, line, phase, nofault}
@data
1.0028, 0.0016, 0.0001, 0.0001, nofault
0.9955, 0.0016, 0.0027, 0.0007, ground
0.9956, 0.0016, 0.0024, 0.001, ground
0.9956, 0.0016, 0.0027, 0.0006, ground
0.9957, 0.0016, 0.002, 0.0027, ground
0.9957, 0.0016, 0.002, 0.0027, ground
1.0027, 0.0016, 0.0001, 0.0001, nofault
0.9967, 0.0016, 0.0009, 0.0, nofault
0.9958, 0.0015, 0.0028, 0.0011, ground
0.9958, 0.0015, 0.0028, 0.0011, ground
1.0024, 0.0015, 0.0001, 0.0001, nofault
0.9958, 0.0015, 0.0032, 0.0003, nofault
0.9961, 0.0015, 0.0024, 0.0004, ground
0.9961, 0.0014, 0.0024, 0.0005, ground
0.9975, 0.0014, 0.0001, 0.0, nofault
0.9965, 0.0014, 0.0014, 0.002, line
0.9965, 0.0014, 0.0014, 0.0019, line
0.9976, 0.0013, 0.0001, 0.0, nofault
1.0018, 0.0013, 0.0006, 0.0002, nofault
0.9967, 0.0013, 0.0014, 0.0022, ground
1.0001, 0.0013, 0.0001, 0.0037, nofault
1.0022, 0.0013, 0.0, 0.0, nofault
0.9965, 0.0013, 0.0023, 0.0005, ground
0.9978, 0.0013, 0.0, 0.0, nofault
1.0021, 0.0013, 0.0, 0.0001, nofault
0.9968, 0.0013, 0.0014, 0.0022, ground
0.9966, 0.0012, 0.0021, 0.0006, ground
0.9978, 0.0012, 0.0001, 0.0001, nofault
0.9977, 0.0012, 0.0002, 0.0001, nofault
0.9972, 0.0012, 0.0004, 0.0021, nofault
0.9966, 0.0012, 0.002, 0.0006, ground
0.9978, 0.0012, 0.0, 0.0002, nofault
0.9967, 0.0012, 0.002, 0.0007, ground
0.9967, 0.0012, 0.002, 0.0006, ground
0.9976, 0.0012, 0.0014, 0.0035, nofault
0.9979, 0.0012, 0.0, 0.0001, nofault
1.002, 0.0012, 0.0, 0.0001, nofault
1.002, 0.0012, 0.0001, 0.0, nofault
1.0018, 0.0012, 0.0002, 0.0002, nofault
0.9968, 0.0011, 0.0021, 0.0006, ground
0.9968, 0.0011, 0.0021, 0.0005, ground
0.9981, 0.0011, 0.0001, 0.0, nofault
0.998, 0.0011, 0.0002, 0.0, nofault
1.0018, 0.001, 0.0, 0.0, nofault
0.9982, 0.001, 0.0, 0.0001, nofault
1.0018, 0.001, 0.0, 0.0001, nofault
0.9982, 0.001, 0.0, 0.0, nofault
1.0, 0.001, 0.0, 0.0029, nofault
1.0013, 0.0009, 0.0005, 0.0, nofault
0.9983, 0.0009, 0.0001, 0.0002, nofault
0.9983, 0.0009, 0.0, 0.0002, nofault
0.9984, 0.0009, 0.0, 0.0, nofault
0.9983, 0.0009, 0.0002, 0.0, nofault
0.9976, 0.0009, 0.0012, 0.0007, nofault
0.9983, 0.0009, 0.0001, 0.0001, nofault
0.9984, 0.0009, 0.0, 0.0002, nofault
0.9977, 0.0009, 0.0015, 0.0001, nofault
1.0008, 0.0008, 0.0006, 0.0005, nofault
0.9978, 0.0008, 0.0012, 0.0006, nofault
0.9977, 0.0008, 0.0017, 0.0005, ground
0.9977, 0.0008, 0.0017, 0.0004, ground
0.9999, 0.0008, 0.0001, 0.0024, nofault
1.0013, 0.0008, 0.0, 0.0001, nofault
0.9986, 0.0008, 0.0001, 0.0, nofault
0.9986, 0.0008, 0.0001, 0.0001, nofault
0.9986, 0.0008, 0.0, 0.0, nofault
1.0013, 0.0008, 0.0001, 0.0, nofault
0.998, 0.0008, 0.001, 0.0004, nofault
0.9978, 0.0008, 0.0024, 0.0003, nofault
0.9979, 0.0007, 0.0015, 0.0001, nofault
0.9987, 0.0007, 0.0, 0.0, nofault
1.0012, 0.0007, 0.0, 0.0002, nofault
1.0, 0.0007, 0.0003, 0.0018, nofault
0.9987, 0.0007, 0.0001, 0.0, nofault
0.9987, 0.0007, 0.0001, 0.0, nofault
0.9987, 0.0007, 0.0001, 0.0002, nofault
0.9993, 0.0007, 0.0002, 0.0024, nofault
1.0012, 0.0007, 0.0, 0.0, nofault
0.9986, 0.0007, 0.0003, 0.0001, nofault
0.9984, 0.0007, 0.0004, 0.0007, nofault
1.0012, 0.0007, 0.0, 0.0, nofault
0.9986, 0.0007, 0.0002, 0.0005, nofault
1.0012, 0.0007, 0.0, 0.0, nofault
1.0011, 0.0007, 0.0, 0.0001, nofault
0.9988, 0.0007, 0.0001, 0.0001, nofault
0.9988, 0.0007, 0.0, 0.0001, nofault
0.9988, 0.0007, 0.0, 0.0001, nofault
1.0009, 0.0007, 0.0002, 0.0002, nofault
1.0008, 0.0006, 0.0003, 0.0003, nofault
0.9986, 0.0006, 0.0002, 0.0015, nofault
1.0011, 0.0006, 0.0, 0.0001, nofault
1.001, 0.0006, 0.0, 0.0001, nofault
1.0009, 0.0006, 0.0001, 0.0001, nofault
0.9987, 0.0006, 0.0003, 0.0002, nofault
0.9987, 0.0006, 0.0002, 0.0007, nofault
1.001, 0.0006, 0.0, 0.0001, nofault
1.001, 0.0006, 0.0, 0.0, nofault
1.0007, 0.0006, 0.0003, 0.0003, nofault
0.999, 0.0006, 0.0, 0.0001, nofault
0.999, 0.0006, 0.0, 0.0, nofault
1.0009, 0.0006, 0.0, 0.0, nofault
1.0004, 0.0006, 0.0006, 0.0003, nofault
0.999, 0.0006, 0.0, 0.0001, nofault
1.0009, 0.0006, 0.0, 0.0, nofault
0.999, 0.0006, 0.0, 0.0, nofault
0.9984, 0.0005, 0.0015, 0.0, nofault
0.999, 0.0005, 0.0001, 0.0001, nofault
1.0008, 0.0005, 0.0001, 0.0, nofault
1.0008, 0.0005, 0.0001, 0.0, nofault
1.0008, 0.0005, 0.0001, 0.0002, nofault
1.0005, 0.0005, 0.0001, 0.0007, nofault
0.9986, 0.0005, 0.0016, 0.0005, nofault
0.9991, 0.0005, 0.0, 0.0, nofault
1.0008, 0.0005, 0.0001, 0.0, nofault
0.9989, 0.0005, 0.0003, 0.0001, nofault
0.9988, 0.0005, 0.0004, 0.0004, nofault
0.9989, 0.0005, 0.0001, 0.0009, nofault
0.9991, 0.0005, 0.0, 0.0001, nofault
0.999, 0.0005, 0.0002, 0.0001, nofault
1.0008, 0.0005, 0.0, 0.0, nofault
0.9989, 0.0005, 0.0003, 0.0013, nofault
0.9991, 0.0005, 0.0, 0.0001, nofault
1.0008, 0.0005, 0.0, 0.0, nofault
1.0008, 0.0005, 0.0, 0.0001, nofault
0.9988, 0.0005, 0.0004, 0.0004, nofault
1.0008, 0.0005, 0.0001, 0.0, nofault
1.0008, 0.0005, 0.0001, 0.0, nofault
1.0008, 0.0005, 0.0, 0.0, nofault
1.0008, 0.0005, 0.0, 0.0, nofault
0.999, 0.0005, 0.0002, 0.0001, nofault
1.0008, 0.0005, 0.0, 0.0, nofault
0.9991, 0.0005, 0.0001, 0.0001, nofault
1.0008, 0.0005, 0.0, 0.0, nofault
1.0008, 0.0005, 0.0, 0.0, nofault
1.0007, 0.0004, 0.0001, 0.0001, nofault
0.9989, 0.0004, 0.0005, 0.0001, nofault
0.9992, 0.0004, 0.0, 0.0, nofault
1.0008, 0.0004, 0.0, 0.0, nofault
1.0007, 0.0004, 0.0001, 0.0001, nofault
0.9991, 0.0004, 0.0001, 0.0001, nofault
0.9991, 0.0004, 0.0, 0.0003, nofault
0.9988, 0.0004, 0.0014, 0.0003, nofault
0.9989, 0.0004, 0.0006, 0.0, nofault
0.999, 0.0004, 0.0003, 0.0001, nofault
0.9991, 0.0004, 0.0001, 0.0002, nofault
1.0007, 0.0004, 0.0, 0.0, nofault
0.9992, 0.0004, 0.0001, 0.0, nofault
0.9992, 0.0004, 0.0001, 0.0001, nofault
1.0007, 0.0004, 0.0001, 0.0, nofault
0.9989, 0.0004, 0.0006, 0.0003, nofault
0.9992, 0.0004, 0.0001, 0.0001, nofault
0.9992, 0.0004, 0.0, 0.0001, nofault
1.0007, 0.0004, 0.0, 0.0, nofault
0.9992, 0.0004, 0.0, 0.0001, nofault
1.0007, 0.0004, 0.0, 0.0, nofault
0.9992, 0.0004, 0.0, 0.0001, nofault
1.0007, 0.0004, 0.0, 0.0, nofault
1.0007, 0.0004, 0.0, 0.0001, nofault
1.0007, 0.0004, 0.0, 0.0, nofault
1.0005, 0.0004, 0.0002, 0.0, nofault
1.0002, 0.0004, 0.0005, 0.0002, nofault
0.9993, 0.0004, 0.0, 0.0, nofault
0.9991, 0.0004, 0.0002, 0.0003, nofault
1.0007, 0.0004, 0.0, 0.0, nofault
1.0007, 0.0004, 0.0, 0.0001, nofault
1.0007, 0.0004, 0.0, 0.0, nofault
0.9993, 0.0004, 0.0, 0.0001, nofault
0.9988, 0.0004, 0.001, 0.0, nofault
0.9991, 0.0004, 0.0003, 0.0002, nofault
0.9993, 0.0004, 0.0, 0.0, nofault
0.9999, 0.0004, 0.0008, 0.0002, nofault
0.999, 0.0004, 0.0005, 0.0001, nofault
1.0006, 0.0004, 0.0001, 0.0, nofault
0.9999, 0.0004, 0.0, 0.0012, nofault
0.9993, 0.0004, 0.0001, 0.0001, nofault
0.9993, 0.0004, 0.0, 0.0, nofault
1.0005, 0.0004, 0.0001, 0.0003, nofault
1.0006, 0.0004, 0.0, 0.0, nofault
0.9993, 0.0004, 0.0, 0.0, nofault
0.9993, 0.0004, 0.0001, 0.0001, nofault
0.9992, 0.0004, 0.0001, 0.0004, nofault
0.9993, 0.0004, 0.0, 0.0, nofault
1.0006, 0.0004, 0.0, 0.0, nofault
0.9992, 0.0004, 0.0001, 0.0004, nofault
0.9992, 0.0004, 0.0001, 0.0006, nofault
0.9994, 0.0004, 0.0, 0.0, nofault
0.9993, 0.0004, 0.0, 0.0, nofault
1.0006, 0.0004, 0.0, 0.0001, nofault
0.999, 0.0004, 0.0011, 0.0004, nofault
0.9993, 0.0004, 0.0, 0.0001, nofault
0.999, 0.0004, 0.0011, 0.0002, nofault
0.9994, 0.0004, 0.0, 0.0, nofault
0.999, 0.0004, 0.0009, 0.0005, ground
0.9994, 0.0004, 0.0, 0.0, nofault
0.9992, 0.0004, 0.0003, 0.0, nofault
1.0005, 0.0004, 0.0001, 0.0, nofault
0.9993, 0.0003, 0.0001, 0.0002, nofault
0.9993, 0.0003, 0.0001, 0.0001, nofault
1.0006, 0.0003, 0.0, 0.0, nofault
0.9994, 0.0003, 0.0, 0.0, nofault
1.0005, 0.0003, 0.0001, 0.0, nofault
1.0001, 0.0003, 0.0003, 0.0006, nofault
0.9991, 0.0003, 0.0005, 0.0003, nofault
0.9993, 0.0003, 0.0001, 0.0, nofault
0.9994, 0.0003, 0.0, 0.0, nofault
0.9993, 0.0003, 0.0001, 0.0002, nofault
0.9991, 0.0003, 0.0009, 0.0005, ground
1.0005, 0.0003, 0.0, 0.0001, nofault
1.0005, 0.0003, 0.0, 0.0, nofault
0.9994, 0.0003, 0.0, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0, nofault
0.9993, 0.0003, 0.0002, 0.0001, nofault
0.9994, 0.0003, 0.0001, 0.0001, nofault
0.9994, 0.0003, 0.0, 0.0, nofault
0.9994, 0.0003, 0.0, 0.0, nofault
0.9994, 0.0003, 0.0, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0001, nofault
0.9991, 0.0003, 0.0007, 0.0004, nofault
0.9994, 0.0003, 0.0001, 0.0001, nofault
1.0005, 0.0003, 0.0, 0.0, nofault
0.9994, 0.0003, 0.0, 0.0, nofault
0.9995, 0.0003, 0.0, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0001, nofault
0.9994, 0.0003, 0.0, 0.0001, nofault
0.9994, 0.0003, 0.0001, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0001, nofault
0.9994, 0.0003, 0.0001, 0.0, nofault
1.0004, 0.0003, 0.0001, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0, nofault
1.0005, 0.0003, 0.0, 0.0, nofault
0.9995, 0.0003, 0.0, 0.0001, nofault
0.9995, 0.0003, 0.0, 0.0, nofault
1.0001, 0.0003, 0.0003, 0.0003, nofault
0.9995, 0.0003, 0.0, 0.0, nofault
0.9995, 0.0003, 0.0001, 0.0, nofault
0.9994, 0.0003, 0.0, 0.0003, nofault
0.9994, 0.0003, 0.0, 0.0001, nofault
1.0001, 0.0003, 0.0004, 0.0002, nofault
1.0004, 0.0003, 0.0001, 0.0, nofault
1.0004, 0.0003, 0.0001, 0.0001, nofault
0.9995, 0.0003, 0.0, 0.0001, nofault
1.0004, 0.0003, 0.0, 0.0, nofault
1.0004, 0.0003, 0.0, 0.0001, nofault
0.9995, 0.0003, 0.0, 0.0, nofault
0.9995, 0.0003, 0.0, 0.0, nofault
1.0004, 0.0003, 0.0001, 0.0, nofault
0.9994, 0.0003, 0.0001, 0.0001, nofault
1.0004, 0.0003, 0.0, 0.0, nofault
0.9995, 0.0003, 0.0, 0.0, nofault
0.9994, 0.0003, 0.0002, 0.0, nofault
1.0003, 0.0003, 0.0002, 0.0, nofault
1.0004, 0.0003, 0.0, 0.0001, nofault
1.0004, 0.0003, 0.0, 0.0, nofault
0.9995, 0.0003, 0.0, 0.0001, nofault
1.0004, 0.0003, 0.0, 0.0001, nofault
0.9996, 0.0003, 0.0, 0.0, nofault
1.0004, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
0.9995, 0.0002, 0.0, 0.0001, nofault
1.0004, 0.0002, 0.0, 0.0, nofault
1.0004, 0.0002, 0.0, 0.0001, nofault
1.0003, 0.0002, 0.0001, 0.0001, nofault
1.0004, 0.0002, 0.0, 0.0001, nofault
0.9994, 0.0002, 0.0003, 0.0005, nofault
0.9996, 0.0002, 0.0, 0.0001, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
1.0004, 0.0002, 0.0, 0.0, nofault
1.0004, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0001, 0.0, nofault
1.0004, 0.0002, 0.0, 0.0001, nofault
0.9994, 0.0002, 0.0004, 0.0001, nofault
1.0004, 0.0002, 0.0, 0.0001, nofault
0.9996, 0.0002, 0.0001, 0.0, nofault
1.0003, 0.0002, 0.0001, 0.0, nofault
1.0004, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0001, 0.0, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
1.0004, 0.0002, 0.0, 0.0001, nofault
0.9996, 0.0002, 0.0001, 0.0001, nofault
0.9995, 0.0002, 0.0002, 0.0002, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0001, 0.0001, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
0.9995, 0.0002, 0.0002, 0.0001, nofault
1.0003, 0.0002, 0.0001, 0.0, nofault
1.0003, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0, 0.0001, nofault
0.9996, 0.0002, 0.0, 0.0, nofault
1.0003, 0.0002, 0.0, 0.0001, nofault
0.9996, 0.0002, 0.0, 0.0001, nofault
0.9996, 0.0002, 0.0001, 0.0, nofault
1.0003, 0.0002, 0.0, 0.0, nofault
1.0003, 0.0002, 0.0, 0.0, nofault
0.9997, 0.0002, 0.0, 0.0001, nofault
1.0003, 0.0002, 0.0, 0.0, nofault
1.0003, 0.0002, 0.0, 0.0, nofault
0.9996, 0.0002, 0.0001, 0.0001, nofault
0.9997, 0.0002, 0.0, 0.0, nofault
1.0002, 0.0002, 0.0, 0.0001, nofault
0.9996, 0.0001, 0.0002, 0.0001, ground
0.9997, 0.0001, 0.0, 0.0, nofault
0.9997, 0.0001, 0.0002, 0.0001, ground
0.9997, 0.0001, 0.0003, 0.0, ground
0.9997, 0.0001, 0.0003, 0.0, ground
0.9998, 0.0001, 0.0001, 0.0, ground
0.9998, 0.0001, 0.0001, 0.0, ground
0.9999, 0.0001, 0.0001, 0.0, ground
0.9999, 0.0, 0.0, 0.0, ground
1.0, 0.0, 0.0, 0.0001, nofault
0.9999, 0.0, 0.0001, 0.0, phase
1.0, 0.0, 0.0, 0.0, phase
0.9999, 0.0, 0.0, 0.0, ground
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, ground
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, ground
1.0, 0.0, 0.0, 0.0, ground
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
1.0, 0.0, 0.0, 0.0, nofault
